"character" "dialogue"
"807" "DODONNA" "Only a precise hit will set up a chain reaction.  The shaft is ray-shielded, so you'll have to use proton torpedoes."
"808" "WEDGE" "That's impossible, even for a computer."
"809" "LUKE" "It's not impossible.  I used to bullseye womp rats in my T-sixteen back home.  They're not much bigger than two meters."
"810" "DODONNA" "Man your ships!  And may the Force be with you!"
"811" "DEATH STAR INTERCOM VOICE" "Orbiting the planet at maximum velocity.  The moon with the Rebel base will be in range in thirty minutes."
"812" "VADER" "This will be a day long remembered.  It has seen the end of Kenobi and it will soon see the end of the Rebellion."
"813" "MAN" "All flight troops, man your stations.  All flight troops, man your stations."
"814" "LUKE" "So... you got your reward and you're just leaving then?"
"815" "HAN" "That's right, yeah!  I got some old debts I've got to pay off with this stuff.  Even if I didn't, you don't think I'd be fool enough to stick around here, do you?  Why don't you come with us?  You're pretty good in a fight.  I could use you."
"816" "LUKE" "Come on!  Why don't you take a look around?  You know what's about to happen, what they're up against.  They could use a good pilot like you.  You're turning your back on them."
"817" "HAN" "What good's a reward if you ain't around to use it?  Besides, attacking that battle station ain'tmy idea of courage.  It's more like suicide."
"818" "LUKE" "All right.  Well, take care of yourself, Han... guess that's what you're best at, isn't it?"
"819" "HAN" "Hey, Luke... may the Force be with you!"
"820" "HAN" "What're you lookin' at?  I know what I'm doing."
"821" "LEIA" "What's wrong?"
"822" "LUKE" "Oh, it's Han!  I don't know, I really thought he'd change his mind. "
"823" "LEIA" "He's got to follow his own path.  No one can choose it for him."
"824" "LUKE" "I only wish Ben were here."
"825" "BIGGS" "Luke!  I don't believe it!  How'd you get here... are you going out with us?!"
"826" "LUKE" "Biggs!  Of course, I'll be up there with you!  Listen, have I got some stories to tell..."
"827" "RED LEADER" "Are you... Luke Skywalker?  Have you been checked out on the Incom T-sixty-five?"
"828" "BIGGS" "Sir, Luke is the best bushpilot in the outer rim territories."
"829" "RED LEADER" "I met your father once when I was just a boy.  He was a great pilot.  You'll do all right.  If you've got half of your father's skill, you'll do better than all right."
"830" "LUKE" "Thank you, sir.  I'll try."
"831" "BIGGS" "I've got to get aboard.  Listen, you'll tell me your stories when we come back.  All right?"
"832" "LUKE" "I told you I'd make it someday, Biggs."
"833" "BIGGS" "You did, all right.  It's going to be like old times Luke. We're a couple of shooting stars that'll never be stopped!"
"834" "CHIEF" "This R2 unit of your seems a bit beat up.  Do you want a new one?"
"835" "LUKE" "Not on your life!  That little droid and I have been through a lot together.You okay, Artoo?"
"836" "CHIEF" "Okay, easy she goes!"
"837" "THREEPIO" "Hang on tight, Artoo, you've got to come back."
"838" "THREEPIO" "You wouldn't want my life to get boring, would you?"
"839" "BEN" "Luke, the Force will be with you."
"840" "MASSASSI INTERCOM VOICE" "Stand-by alert.  Death Star approaching.  Estimated time to firing range, fifteen minutes."
"841" "RED LEADER" "All wings report in."
"842" "RED TEN" "Red Ten standing by."
"843" "RED SEVEN" "Red Seven standing by."
"844" "BIGGS" "Red Three standing by."
"845" "PORKINS" "Red Six standing by."
"846" "RED NINE" "Red Nine standing by."
"847" "WEDGE" "Red Two standing by."
"848" "RED ELEVEN" "Red Eleven standing by."
"849" "LUKE" "Red Five standing by."
"850" "RED LEADER" "Lock S-foils in attack position."
"851" "RED LEADER" "We're passing through their magnetic field."
"852" "RED LEADER" "Hold tight!"
"853" "RED LEADER" "Switch your deflectors on."
"854" "RED LEADER" "Double front!"
"855" "WEDGE" "Look at the size of that thing!"
"856" "RED LEADER" "Cut the chatter, Red Two."
"857" "RED LEADER" "Accelerate to attack speed.  This is it, boys!"
"858" "GOLD LEADER" "Red Leader, this is Gold Leader."
"859" "RED LEADER" "I copy, Gold Leader."
"860" "GOLD LEADER" "We're starting for the target shaft now."
"861" "RED LEADER" "We're in position.  I'm going to cut across the axis and try and draw their fire."
"862" "WEDGE" "Heavy fire, boss!  Twenty-threedegrees."
"863" "RED LEADER" "I see it.  Stay low. "
"864" "LUKE" "This is Red Five!  I'm going in!"
"865" "BIGGS" "Luke, pull up!"
"866" "BIGGS" "Are you all right?"
"867" "LUKE" "I got a little cooked, but I'm okay."
"868" "ASTRO-OFFICER" "We count thirty Rebel ships, Lord Vader.  But they're so small they're evading our turbo-lasers!"
"869" "VADER" "We'll have to destroy them ship to ship.  Get the crews to their fighters."
"870" "RED LEADER" "Luke, let me know when you're going in."
"871" "LUKE" "I'm on my way in now..."
"872" "RED LEADER" "Watch yourself!  There's a lot of fire coming from the right side of that deflection tower."
"873" "LUKE" "I'm on it."
"874" "CONTROL OFFICER" "Squad leaders, we've picked up a new group of signals.  Enemy fighters coming your way."
"875" "LUKE" "My scope's negative.  I don't see anything."
"876" "RED LEADER" "Keep up your visual scanning.  With all this jamming, they'll be on top of you before your scope can pick them up."
"877" "RED LEADER" "Biggs!  You've picked one up... watch it!"
"878" "BIGGS" "I can't see it!  Where is he?!"
"879" "BIGGS" "He's on me tight, I can't shake him... I can't shake him."
"880" "LUKE" "Hang on, Biggs, I'm coming in."
"881" "LUKE" "Got him!"
"882" "VADER" "Several fighters have broken off from the main group.  Come with me!"
"883" "BIGGS" "Pull in!  Luke... pull in!"
"884" "WEDGE" "Watch your back, Luke!"
"885" "WEDGE" "Watch your back!  Fighter's above you, coming in!"
"886" "LUKE" "I'm hit, but not bad."
"887" "LUKE" "Artoo, see what you can do with it.  Hang on back there."
"888" "RED LEADER" "Red Six..."
"889" "RED LEADER" "Can you see Red Five?"
"890" "RED TEN" "There's a heavy fire zone on this side. Red Five, where are you?"
"891" "LUKE" "I can't shake him!"
"892" "WEDGE" "I'm on him, Luke!"
"893" "WEDGE" "Hold on!"
"894" "LUKE" "Blast it!  Wedge where are you?"
"895" "LUKE" "Thanks, Wedge."
"896" "BIGGS" "Good shooting, Wedge!"
"897" "GOLD LEADER" "Red Leader..."
"898" "GOLD LEADER" "... This is Gold Leader.  We're starting out attack run."
"899" "RED LEADER" "I copy, Gold Leader.  Move into position."
"900" "VADER" "Stay in attack formation!"
"901" "GOLD LEADER" "The exhaust post is..."
"902" "GOLD LEADER" "... marked and locked in!"
"903" "GOLD LEADER" "Switch power to front deflection screens."
"904" "GOLD LEADER" "How many guns do you think, Gold Five?"
"905" "GOLD FIVE" "I'd say about twenty guns.  Some on the surface, some on the towers."
"906" "MASSASSI INTERCOM VOICE" "Death Star will be in range in five minutes. "
"907" "GOLD LEADER" "Switch to targeting computer."
"908" "GOLD TWO" "Computer's locked.  Getting a signal."
"909" "GOLD TWO" "The guns... they've stopped!"
"910" "GOLD FIVE" "Stabilize your rear deflectors.  Watch for enemy fighters."
"911" "GOLD LEADER" "They've coming in!  Three marks at two ten."
"912" "VADER" "I'll take them myself!  Cover me!"
"913" "WINGMAN" "Yes, sir."
"914" "GOLD LEADER" "I can't maneuver!"
"915" "GOLD FIVE" "Stay on target."
"916" "GOLD LEADER" "We're too close."
"917" "GOLD FIVE" "Stay on target!"
"918" "GOLD LEADER" "Loosen up!"
"919" "GOLD FIVE" "Gold Five to Red Leader..."
"920" "GOLD FIVE" "Lost Tiree, lost Dutch."
"921" "RED LEADER" "I copy, Gold Five."
"922" "GOLD FIVE" "They came from behind...."
"923" "OFFICER" "We've analyzed their attack, sir, and there is a danger.  Should I have your ship standing by?"
"924" "TARKIN" "Evacuate?  In out moment of triumph?  I think you overestimate their chances!"
"925" "VOICE" "Rebel base, three minutes and closing."
"926" "RED LEADER" "Red Group, this is Red Leader."
"927" "RED LEADER" "Rendezvous at mark six point one."
"928" "WEDGE" "This is Red Two.  Flying towards you."
"929" "BIGGS" "Red Three, standing by."
"930" "DODONNA" "Red Leader, this is Base One.  Keep half your group out of range for the next run."
"931" "RED LEADER" "Copy, Base One.  Luke, take Red Two and Three.  Hold up here and wait for my signal... to start your run."
"932" "RED LEADER" "This is it!"
"933" "RED TEN" "We should be able to see it by now."
"934" "RED LEADER" "Keep your eyes open for those fighters!"
"935" "RED TEN" "There's too much interference!"
"936" "RED TEN" "Red Five, can you see them from where you are?"
"937" "LUKE" "No sign of any... wait!"
"938" "LUKE" "Coming in point three five."
"939" "RED TEN" "I see them."
"940" "RED LEADER" "I'm in range."
"941" "RED LEADER" "Target's coming up!"
"942" "RED LEADER" "Just hold them off for a few seconds."
"943" "VADER" "Close up formation."
"944" "RED LEADER" "Almost there!"
"945" "RED TEN" "You'd better let her loose."
"946" "RED LEADER" "Almost there!"
"947" "RED TEN" "I can't hold them!"
"948" "RED LEADER" "It's away!"
"949" "RED NINE" "It's a hit!"
"950" "RED LEADER" "Negative."
"951" "RED LEADER" "Negative!  It didn't go in, it just impacted on the surface."
"952" "LUKE" "Red Leader, we're right above you.  Turn to point..."
"953" "LUKE" "... oh-five; we'll cover for you."
"954" "RED LEADER" "Stay there..."
"955" "RED LEADER" "... I just lost my starboard engine."
"956" "RED LEADER" "Get set up for your attack run."
"957" "DEATH STAR INTERCOM VOICE" "Rebel base, one minute and closing."
"958" "LUKE" "Biggs, Wedge, let's close it up.  We're going in.  We're going in full throttle."
"959" "WEDGE" "Right with you, boss."
"960" "BIGGS" "Luke, at that speed will you be able to pull out in time?"
"961" "LUKE" "It'll be just like Beggar's Canyon back home."
"962" "BIGGS" "We'll stay back far enough to cover you."
"963" "WEDGE" "My scope shows the tower, but I can't see the exhaust port!  Are you sure the computer can hit it?"
"964" "LUKE" "Watch yourself!  Increase speed full throttle!"
"965" "WEDGE" "What about that tower?"
"966" "LUKE" "You worry about those fighters!  I'll worry about the tower!"
"967" "LUKE" "Artoo... that, that stabilizer's broken loose again!  See if you can't lock it down!"
"968" "WEDGE" "I'm hit!  I can't stay with you."
"969" "LUKE" "Get clear, Wedge."
"970" "LUKE" "You can't do any more good back there!"
"971" "WEDGE" "Sorry!"
"972" "VADER" "Let him go!  Stay on the leader!"
"973" "BIGGS" "Hurry, Luke, they're coming in much faster this time. I can't hold them!"
"974" "LUKE" "Artoo, try and increase the power!"
"975" "BIGGS" "Hurry up, Luke!"
"976" "BIGGS" "Wait!"
"977" "DEATH STAR INTERCOM VOICE" "Rebel base, thirty seconds and closing."
"978" "VADER" "I'm on the leader."
"979" "THREEPIO" "Hang on, Artoo!"
"980" "BEN" "Use the Force, Luke."
"981" "BEN" "Let go, Luke."
"982" "VADER" "The Force is strong with this one!"
"983" "BEN" "Luke, trust me."
"984" "BASE VOICE" "His computer's off.  Luke, you switched off your targeting computer.  What's wrong?"
"985" "LUKE" "Nothing.  I'm all right."
"986" "LUKE" "I've lost Artoo!"
"987" "MASSASSI INTERCOM VOICE" "The Death Star has cleared the planet.  The Death Star has cleared the planet."
"988" "DEATH STAR INTERCOM VOICE" "Rebel base, in range."
"989" "TARKIN" "You may fire when ready."
"990" "DEATH STAR INTERCOM VOICE" "Commence primary ignition."
"991" "VADER" "I have you now."
"992" "VADER" "What?"
"993" "HAN" "Yahoo!"
"994" "WINGMAN" "Look out!"
"995" "HAN" "You're all clear, kid."
"996" "HAN" "Now let's blow this thing and go home!"
"997" "INTERCOM VOICE" "Stand by to fire at Rebel base."
"998" "INTERCOM VOICE" "Standing by."
"999" "HAN" "Great shot, kid.  That was one in a million."
"1000" "BEN" "Remember, the Force will be with you... always."
"1001" "LEIA" "Luke!  Luke!  Luke!"
"1002" "HAN" "Hey!  Hey!"
"1003" "LUKE" "I knew you'd come back!  I just knew it!"
"1004" "HAN" "Well, I wasn't gonna let you get all the credit and take all the reward."
"1005" "LEIA" "Hey, I knew there was more to you than money."
"1006" "LUKE" "Oh, no!"
"1007" "THREEPIO" "Oh, my!  Artoo!  Can you hear me?  Say something!You can repair him, can't you?"
"1008" "TECHNICIAN" "We'll get to work on him right away."
"1009" "THREEPIO" "You must repair him!  Sir, if any of my circuits or gears will help, I'll gladly donate them."
"1010" "LUKE" "He'll be all right."
